SHIP'S NAME,AKA,SHIP'S OWNER,VESSEL TYPE,YEAR BUILT,WHERE BUILT,DATE LOST,YEAR,MNTH,DAY,LOCATION LOST,LATITUDE LOST,LONGITUDE LOST,CAUSE OF LOSS,CONSTRUCTION,FLAG,HOME (HAILING) PORT,DEPARTURE PORT,DESTINATION PORT,# CREW,# PASS,LIVES LOST,SHIP VALUE,NATURE OF CARGO,USLSS STATION NAME,MISC INFORMATION
Delaware (1898),,W P Clyde & Co,Freighter steam,1880,"Philadelphia, PA",7/9/1898,1898,7,9,Manasquan Inlet NE 2.6 mi,40-05-10 N,73-58-05  W,Burned,Wood,US,"Philadelphia, PA","New York, NY","Jacksonville, FL",35,35,0,"$250,000",General merchandise,Cedar Creek #15,#157023; Total loss
Delight (1761),,Thomas Wallace,Schooner,,,4/8/1761,1761,4,8,Little Egg Harbor,,,Stranded,,,,South Carolina,"Philadelphia, PA",,,1,,,,#959; Crew Mutiny
Delight (1779),,,Brigantine,,,6/2/1779,1779,6,2,,,,Stranded in fog,Wood,England,,"Tortola, BVI","New York, NY",30,,,,"Rum, sugar, etc",,Militia took possession of ship & crew
Delores Marie,,Wanchese Fish Co,Trawler,,,2/23/1987,1987,2,23,Cape May S 60 mi,,,Damaged in storm,,,North Carolina,,Fishing service,3,,3,,"Wood, plastic markers",Cape May Air Station USCG,
Denie Hastings,,Daniel S Tilton,Schooner,1865,,,,,,Turtle Gut Inlet,,,Stranded,,,"Great Egg Harbor, NJ","Norfolk, VA","New York, NY",,,,,Coal,,#6186
Denise,,,Dive boat,,,9/18/1985,1985,9,18,Barnegat Inlet E 4 mi,,,Thru-hull failure; Leaking badly,,,,,,8,,0,,,Barnegat Light USCG,Towed to High Bar Harbor
Derrick,,,Salvage barge,,,1946,1946,,,Sandy Hook E 5 mi,40-27-24 N,73-54-00 W,Sank,,,,,,,,,,,,
DeWitt Clinton,,H L Rich & Co,Bark,1848,"New York, NY",3/4/1860,1860,3,4,Squan Inlet S 8 mi,39-59-24 N,74-03-30 W,Stranded,Wood,US,,"Liverpoole, England","New York, NY",10,104,0,,,,Refloated
Dharwhar,,,Bark,,,12/2/1903,1903,12,2,North Beach,,,Stranded in gale,,Sweden,,,,21,,0,,,North Beach,Refloated
Diadem,,,,,,2/1864,1864,2,,,,,Wrecked,,,,"Philadelphia, PA","New York, NY",,,,,,,
Diamond State (1858),,,,,,4/1858,1858,4,,Philadelphia,,,Burned,,,,,,,,,"$60,000",,,
Diamond State (1896),,,Sloop,1852,"South Milford, DE",7/1896,1896,7,,Cape May LSS E 1.75 mi,,,Stranded,Wood,,"New York, NY","Lewes, DE",,1,,0,$200,Peaches,Cape May,#6288; Total loss
Diane Karen II,,Paul E Kuchar,Lobster boat,1954,"Severn, VA",11/2/1983,1983,11,2,Manasquan Inlet,,,Struck jetty,Wood,,"New York, NY",,,,,,,,,#531016; Total loss
Dick Williams,,,Schooner,,,11/2/1878,1878,11,2,Little Egg Harbor bar,,,Stranded,,,"Philadelphia, PA",,,7,,,,,Little Beach,#6349
Dione,,Maloney,Schooner,1871,"Stockton, ME",12/8/1885,1885,12,8,Sandy Hook,,,Damaged in gale,,US,"Boston, MA",Monte Christo,"New York, NY",,,,,Logwood,,#6710; Partal loss
Dispatch,,,Schooner,,,12/19/1855,1855,12,19,Squan Inlet S 5 mi,40-01-42 N,74-03-00 W,Grounded,,,,"New York, NY","Philadelphia, PA",,,,,,Mantaloking #11,Total loss
Displains,,,Motor vessel gas,,,3/6/1924,1924,3,6,"Weehawkin, NJ",,,Collision,,,"Hoboken, NJ",,,4,,0,,,,#222589
Diver's Abyss,,U S Navy,Tug,,,9/25/2003,2003,9,25,Deepwater Artificial Reef,38-57-984 N,74-10-771 W,Scuttled,Steel,US,NJ AR,DW,58,,,,,,,"Sponsor - Abyss Dive Club, et al"
Dixie (1893),,Frank N Isham,Schooner - Barge,1890,"Portsmouth, VA",4/20/1893,1893,4,20,Forked River LSS S 1.75 mi,,,Stranded,Wood,US,"Norfolk, VA","Norfolk, VA","Boston, MA",3,,0,"$8,000",Pilings,Forked River; Barnegat,"#157269; Total loss; w/ ""Magnolia""; Towed by ""Taurus"""
Dixie (1939),,Geraid W Ford,Yacht motor,1908,"City Island, NY",8/17/1939,1939,8,17,"Ocean City, NJ SE 5 mi",,,Foundered,Steel,,"New York, NY",,,2,,0,,,,#205684
Dixie Arrow,,,,,,3/26/1942,1942,3,26,"Hatteras, NC",,,Torpedoed,,,,,,,,,,,,War loss
Dolphin (1777),10 guns,,Warship,,,1777,1777,,,Delaware Bay,,,Lost in battle w/ British,,US,,,,,,,,,,War loss
Dolphin (1808),,,Brig,,,12/1808,1808,12,,Cape May,,,Stranded,,,,,,,,,,,,Driven from anchors; Out to sea
Dolphin (1889),,,Sloop,,,7/29/1889,1889,7,29,Cape May LSS N 1.5 mi,,,Stranded,,,Cape May. NJ,"Cape May, NJ","Milton, DE",2,,0,$300,,Cape May,
Dolphin (1892),,,Steamship,1885,"Baltimore, MD",6/19/1892,1892,6,19,Hereford Inlet North bar,,,Stranded after engine failure,,US,"Baltimore, MD",,Fishing trip,4,,0,"$5,000",,,#157153; Refloated
Donal - Ena,,Angus McWilliam,Bark,1884,"Sommerville, PEI",12/29/1885,1885,12,29,New Jersey coast,,,In distress; Damaged in gale,,England,,Parachiba,"New York, NY",,,,,,,Damaged
Donaldson,,,Ship,,,1808,1808,,,Squan Beach,,,Stranded,,,,,,,,,,,,
Donna's Star,Jill Adventure,,Fishing boat,,,12/20/2005,2005,12,20,Townsends Inlet Artificial Reef,39-06-36   N,74-26-30   W,Scuttled,Steel,US,NJ AR,TI,2,,,,,,,Sponsor - Atlantic Cape Fisheries
Dora M French,,J S Jenness & Co,Schooner,1874,"Brewer, ME",6/26/1884,1884,6,26,Barnegat,,,Damaged in gale,,,,,,,,,,30 hogshead and Molasses,,#6811
Dorah A Baker,,J W Elwell & Co,Schooner,1860,"Philadelphia, PA",3/26/1867,1867,3,26,"Long Branch, NJ",,,Stranded,,,"New York, NY",,,5,,0,"$8,000",,,Total loss
Dorcas,,,Schooner,,,12/2/1837,1837,12,2,Delaware Breakwater,,,Grounded,,,"Philadelphia, PA","Philadelphia, PA","Washington, DC",,,,,,,Total loss
Dorchester,,Enoch Train,Packet ship,1842,"Medford, MA",12/15/1844,1844,12,15,Mid-Atlantic Ocean,50-12-00 N,28-30-00 W,Battered in storm; Abandoned,Wood,US,"Boston, MA","Liverpool, England","Boston, MA",18,29,2,"$28,000","Copper, pig iron, dry goods",,"Rescued by ""Rochester"""
Dorian,,Henderson Bros,Steamship,1868,"Glasgow, Scotland",3/21/1886,1886,3,21,Sandy Hook Point,,,Stranded in fog,Iron,England,"Glasgow, Scotland","New York, NY","Glasgow, Scotland",25,,0,"$100,000",General cargo,Sandy Hook,#60400; Refloated
Dorin,,,Schooner,,,2/19/1923,1923,2,19,Delaware Bay NJ side,39-09-00 N,75-01-00 W,Drifting; Bowsprit broken,,England,,,,,,,"$25,000",,,"Towed to NY by USCG ""Seneca"""
Doris Eckhoff,,J E Ward & Co,Bark,1874,"Millbridge, ME",3/12/1888,1888,3,12,Barnegat SE 2 mi,,,Damaged in blizzard,,,"New York, NY","Havana, Cuba","New York, NY",,,,,,,#6834; Partial loss of boom & sails
Doris M Hawes,,Cecil Moulton,Fishing boat,1927,"Essex, MA",2/16/1940,1940,2,16,Five Fathom Bank Lightship ESE 55 mi,,,Foundered,,,"Gloucester, MA",,Fishing service,9,,0,,,,#226341; Total loss
Dorothy,,Spectra Services,Tug,,,6/3/1989,1989,6,3,Sandy Hook Artificial Reef,40-21-555 N,73-56-103 W,Pushed overboard,Steel,US,NJ AR,SH,15,,,,,,,Hull chopped into pieces
Dorothy B Barrett,,Gardiner G Deering,Schooner,1904,"Bath, ME",8/14/1918,1918,8,14,"Angelsea, NJ SE 22 mi",38-54-00 N,74-34-00 W,Torpedoed by U-117,,,,"New York, NY",New England port,10,,0,,Coal,,#201637; Crew allowed to leave
Dorwina,,,Motor vessel gas,1901,,6/27/1920,1920,6,27,,,,Burned,,,"Newark, NJ",,,0,,0,,,,#157613
Douglass,,G Wood,Bark,1867,"Prince Edward Island, CA",4/4/1880,1880,4,4,Pecks Beach,,,Wrecked in heavy fog,Wood,England,"North Shields, England","Santos, SA","New York, NY",10,,0,"$8,000",Old railroad iron,Pecks Beach #31,#57062; Total loss
Dove,,,Sloop,,,2/19/1750,1750,2,19,Sandy Hook,,,Cast away,,,Honduras,Honduras,"New York, NY",,,0,,,,Ship & cargo lost
Dr John Stradley,,Charles Krier,Schooner,1852,,3/25/1875,1875,3,25,Cape May,,,Stranded,Wood,,"Philadelphia, PA","Philadelphia, PA","Cape May, NJ",4,,0,"$1,500",50 ton lumber,,#6339; Ship lost; Cargo saved
Dr R Proctor,,Lovell & Brothers,Schooner,1851,"Trenton, ME",12/9/1864,1864,12,9,Sandy Hook,,,Grounded during gale,Wood,,"Boston, MA","Boston, MA","Falmouth, MA",,,,,,,#1186
Dr Tom,Heritage Hull,U S Army,Cutter,,,9/20/2001,2001,9,20,Cape May Artificial Reef,38-52-81   N,74-40-59   W,Opened sea cocks,Steel,US,NJ AR,CM,129,,,,,,,Sponsor - Natoli Family
Dragon,,,Schooner,,,1/7/1870,1870,1,7,Sandy Hook,,,Collision w/ Spanish Gunboat #18,,England,,"New York, NY","Port of Spain, Trinidad",,,,,,,Towed to Upper Quarantine
Dreadnaught,,,Sloop,1889,"Bellport, NY",4/19/1898,1898,4,19,Barnegat Inlet,,,Stranded,,,"Somers Point, NJ","New York, NY","Atlantic City, NJ",3,,0,$900,Shells & spars,"Forked River, NJ",#157252; Refloated
Dredge # 12,,,Barge,,,1/19/1939,1939,1,19,Bayonne,,,Burned,,,,,,2,,0,,,,#172721
Druidhill,,,Barge,,,1940,1940,,,Belmar E,40-10-50 N,73-57-40 W,Sank,,,,,,,,,,,,
Dry Dock,,,Dry dock,,,1961,1961,,,Beach Haven Inlet E 5 mi,39-30-48 N,74-11-09 W,Foundered in storm,Wood,,,,,,,,,,,Total loss
Dry Dock,,,Dry dock,,,2/1979,1979,2,,Sea Girt Artificial Reef Reef,40-07-759 N,73-56-384 W,Scuttled,Steel,US,NJ AR,SG,2,,,,,,,
Dual Barges,Dive boat capt nickname,,Barges,,,,,,,Brigantine E 11 mi,39-22-24 N,74-06-24 W,,,,,,,,,,,,Diving wreck,Probably sank in early 1940's
Duchess,,Samuel H Desch,Motor vessel,1962,"Egg Harbor City, NJ",5/3/1963,1963,5,3,Barnegat Light N 9 mi,,,Burned,,,"New York, NY",,,,,,,,,#285636; Total loss
Duchess Orleans,,,Ship,,,1/14/1848,1848,1,14,Sandy Hook,,,Stranded,,,,"Havre, France","New York, NY",30,112,,"$40,000",,,
Duke of Argyle,,,Troop transport,,,9/1/1756,1756,9,1,,,,Stranded,,Scotland,,"Glasgow, Scotland",,,,,,Highland troops,,Presumed total loss
Duncan,,,Brig,,,4/2/1855,1855,4,2,Cape May,,,Foundered in gale,,,"Philadelphia, PA","Philadelphia, PA","Bath, ME",,,,,,,All hands lost
Duque de Braganza de Lexas,,,Bark,,,1/5/1856,1856,1,5,Long Beach Island,,,Stranded,,Spain,,,,,,,,,,Total Loss
Durley Chine,,,Steamship,,,4/22/1917,1917,4,22,Sandy Hook E 60 mi,,,Collision w/ British steamer,Steel,England,,"Halifax, NS","Norfolk, VA",,,,,In ballast,,Sunk; Total loss
Durock,,,Schooner,,,4/28/1850,1850,4,28,Little Egg Harbor shoal,,,Stranded in storm,,,"Newcastle, ME","Baltimore, MD","Newcastle, MD",,,,,Flour,,Total loss; Crew rescued
Dykes,,Modern Transportation Co,Tanker barge,1919,"Baltimore, MD",7/1983,1983,7,,Sea Girt Artificial Reef Reef,40-06-964 N,74-57-571 W,Explosives,Wood,US,NJ AR,SG,24,,,,,,,Originally 5 masted schooner
Dyre,,,Sloop,,,11/1714,1714,11,,Egg Harbor,,,Stranded,,,"Boston, MA","Philadelphia, PA","Boston, MA",,,,,,,
E & C Dayton,,,Schooner,,,10/21/1875,1875,10,21,Long Branch  S 4 mi,,,"Stranded on wreck of ""Lizzie Maul""",,,"Port Jefferson, NY",,,,,,,,,#8344; Refloated
E A Conklin,,J Latham,Schooner 3 masted,1856,"Port Jefferson, NY",7/28/1871,1871,7,28,Absecon,,,Capsized & drifted derelict,,,"Orient, LI, NY","Boston, MA","Philadelphia, PA",,,0,,,,Crew rescued
E A Johnson,,,Sloop,,,3/21/1860,1860,3,21,Sandy Hook,,,Abandoned,,,,,,,,,,,,Partial loss; Capt + 2 murdered
E and L,,,,,,12/30/1842,1842,12,30,Barnegat E 24 mi,,,Abandoned,,Russia,,,,,,,,,,
E and L Cordery,,,Schooner,,,3/3/1878,1878,3,3,Cape May Light E 8 mi,,,Foundered after being rammed,,,"Great Egg Harbor, NJ","Richmond, VA","Providence, RI",7,,0,"$10,000",Coal,Cape May #40,#7456; Total loss
E Arcularis,,,Schooner,1851,"South Thomaston, ME",9/15/1895,1895,9,15,Sandy Hook Point,,,Stranded in storm,,,"Rockland, ME","Philadelphia, PA","Rockland, ME",5,,0,"$1,000",Coal,Sandy Hook,#8120; Refloated
E B Fithian (1881),,C A Clemont,Schooner,1864,"Greenwich, NJ",9/21/1881,1881,9,21,Hereford Inlet South bar,,,Stranded,Wood,US,"Camden, NJ","Hog Island, VA","New York, NY",3,,0,"$1,500",21 ton sweet potato,Hereford Inlet #36,#8020; Refloated
E B Fithian (1883),,C A Clemont,Schooner,1864,"Greenwich, NJ",11/28/1883,1883,11,28,Point Creek,,,Stranded,Wood,US,"Camden, NJ","Port Republic, NJ","New York, NY",3,,0,"$1,000",Oysters,Little Egg Harbor,#8020; Refloated
E B Leisenring,,N A Davidson,Schooner,1882,"Camden, NJ",2/14/1884,1884,2,14,Highlands SSE 10 mi,,,"Collision w/ ""Hiawatha""",,,"Philadelphia, PA","Matanzas, Cuba","Boston, MA",,,,,,,#135570; Repaired
E C Hay,,William Denbigh,Schooner,1873,"Sinepuxent, MD",6/28/1906,1906,6,28,Hudson River Hoboken E,,,Collision w/ C F Tietgen,Wood,US,"Newark, NJ","Newark, NJ","Harlem River, NY",4,0,0,,Stone,,#8903;
E C Knight,,,Steamship,1864,"Philadelphia, PA",10/15/1887,1887,10,15,Little Egg Harbor,,,Collision,,,"Georgetown, DC",,,,,,,,,#8137
E C Knight Jr (1891),,G W Shepherd,Schooner,1874,"Port Republic, NJ",5/22/1891,1891,5,22,Brigantine Beach,,,Dismasted,Wood,US,"Philadelphia, PA","New York, NY","Norfolk, VA",6,,0,"$2,500",250 ton plaster,,#8992; Towed to Philadelphia
E C Knight Jr (1903),,Ezra S Bartlett,Schooner,1874,"Port Republic, NJ",4/22/1903,1903,4,22,Cape May SE 5 mi,,,"Collision w/ ""Rebecca M Smith""",Wood,US,"Philadelphia, PA","Claremont, VA","New York, NY",6,,0,"$5,000",200 cords pine wood,,#8992; Partial damage
E Clossen,,,Schooner,,,12/3/1869,1869,12,31,Sandy Hook Point,,,Stranded,,,"Brookhaven, NY","New York, NY","Humacoa, PR",,,,,,,Refloated
E F C Young (1895),John N Sherwood,,Schooner,1883,"Athens, NY",11/3/1895,1895,11,3,Absecon Beach North Point,,,Stranded,Wood,US,"Baltimore, MD","Atlantic City, NJ","Hampton Roads, VA",5,,0,"$6,000",,Atlantic City,#76443; Refloated
E F C Young (1897),John N Sherwood,,Schooner,1883,"Athens, NY",5/1/1897,1897,5,1,Spermaceti Cove LSS N 1 mi,,,Foundered in gale,Wood,US,"Baltimore, MD","James River, VA","Verplancks Point, NY",5,,0,"$5,000",Wood,Spermaceti Cove #2,#76443; Total loss
E F Lewis,,E White,Schooner,1854,,11/3/1864,1864,11,3,,39-19-00 N,74-00-00 W,"Sunk by ""Ol Ustee""",,,"Portland, ME","Portland, ME","Philadelphia, PA",,,,,General,,Sunk by Confederate Raider
E G Willard,,Chase & Thomas,Schooner,1859,"Cape Elizabeth, ME",8/30/1865,1965,8,30,Seven Mile Beach,,,Stranded,,,"Portland, ME",,,,,,,Coal,,Refloated
E H Atwood,,,Schooner,,,5/30/1878,1878,5,30,Deal Beach,,,Stranded in gale,,,"Philadelphia, PA","Philadelphia, PA","Providence, RI",6,,0,"$4,000",Coal,Deal #6,#8080;Total loss
E H Blum,,,Tanker,,,2/14/1942,1942,2,14,"Cape Henry, VA",36-57-33 N,75-57-21 W,Hit German mine,Steel,US,,,,40,,0,,,,Refloated; repaired; returned to service
E H Weaver,,,Schooner,1882,"Bath, ME",3/23/1896,1896,3,23,Sandy Hook Romer Shoal,,,Stranded,,,"New Haven, CT","New Haven, CT","Newport News, VA",8,,0,"$10,000",,,#135582; Refloated
E H Williams (1880),,,Schooner,1868,"Hartford, CT",7/25/1880,1880,7,25,"Long Branch, NJ",,,"Collision w/ ""Lydia Middleton""",,,"Haddam, CT","New York, NY","Alexandria, VA",5,,0,,,,#8320; Repaired
E H Williams (1884),,,Schooner,1868,"Hartford, CT",3/25/1884,1884,3,25,Great Egg Harbor E,,,Collision,,,"Haddam, CT","Hartford, CT","Newport News, VA",5,,0,,,,#8320; Repaired
E H Williams (1885),,,Schooner,1868,"Hartford, CT",11/30/1885,1885,11,30,Holly Beach E 1.25 mi,,,Wrecked,,,"Haddam, CT","Philadelphia, PA","Middletown, CT",5,,0,"$8,000",Coal,Holly Beach,#8320; Total loss
E J Hamilton,,,Schooner,1873,"Nyack, NY",5/20/1881,1881,5,20,Sandy Hook Point,,,Stranded,,,"New York, NY",Virginia,"New York, NY",6,,0,"$5,000",Wood,,#8923; Refloated
E M Greenman,,,Canal boat,,,4/5/1884,1884,4,5,Shrewsbury River Mouth,,,Wrecked,,,"South Amboy, NJ",,,,,,,,,#36467
E Nickerson,,E Nickerson et al,Schooner,1854,"Bridgeport, CT",12/3/1876,1876,12,3,Turtle Gut Inlet North bar,,,Stranded,,,"Dennis, ME","Boston, MA","Washington, DC",7,,0,"$7,000",Salt,#38,Refloated
E P Swett,,E P Swett,Brig,1855,"Arrowsie, ME",11/10/1871,1871,11,10,Sandy Hook SE 5 mi,,,Foundered,,US,"Bath, ME","Philadelphia, PA","Portland, ME",,,4,,Coal,,Total loss; Capt & wife among lost
E R Haggett,Margaret M Donohue,Eastern Transportation Co,Schooner - Barge,1910,"Elkton, MD",10/5/1927,1927,10,5,Brigantine Gas Buoy,,,,,,"Wilmington, DE",,,3,,0,,,,"#207405; Formerly ""Margaret M Donohue"""
E S Atwood,,,Tug,1890,"Noank, CT",2/2/1902,1902,2,2,Sandy Hook Lightship E 11 mi,,,Foundered,,,"New York, NY",,,7,,,,,,"#136152; Crew saved by ""Barcelona"""
E S Conant,,,Schooner,,,11/29/1865,1865,11,29,Townsends Inlet bar,,,Stranded,,,,"Boston, MA","Philadelphia, PA",,,,,Lumber,,Refloated
E S Newman,,R P Buck,Schooner 3 masted,,,2/21/1877,1877,2,21,Cape May Coxs Shoal,,,Stranded in fog,,,"New York, NY","Matanzas, Cuba","New York, NY",10,,0,"$25,000",584 hogshead sugar,Cape May #38 & #39,#8870; Refloated
E W Evans,,,Schooner,,,5/16/1864,1864,5,16,Long Beach S 10 mi,,,Grounded in fog,,,"Baltimore, MD",Bermuda,"New York, NY",,,0,,Salt,,
E W Gardner,,Conroy & Co,Schooner,1855,"Gloucester, NJ",10/23/1868,1868,10,23,Townsends Inlet,39-06-30 N,74-42-00 W,Grounded,,,"Philadelphia, PA","Boston, MA","Philadelphia, PA",5,,,"$7,000",Ballast,,Total loss
E W Perry,,,Schooner,,,5/8/1869,1869,5,8,Tuckers Beach,,,Wrecked,,,,"Nahant, MA","Philadelphia, PA",,,,,Ballast,,
E W Stetson,,T Dunham,Ship,1860,"New Castle, ME",12/24/1884,1884,12,24,Sandy Hook Point,,,Stranded,Wood,,"New York, NY","Breman, Norway","New York, NY",18,,0,"$40,000","Clay, cement & barrels",,#7770; Refloated
E Waterman,,,Schooner,1868,"Washington, NJ",8/10/1895,1895,8,10,Absecon Inlet,,,Stranded,,,"Calais, ME","Calais, ME","Atlantic City, NJ",6,,0,"$5,000",Lumber,,#7008; Refloated
Eagle Wing,,,Schooner,1891,"Kennebunkport, ME",2/19/1903,1903,2,19,Sandy Hook,,,"Collision w/ ""R & T Hargraves""",,,,,,,,,,,,#136199; Total loss
Early Bird,,Bentley Gildersleeve & Co,Schooner,1865,"East Haddon, CT",3/26/1815,1815,3,26,Townsends Inlet North bar,,,Stranded,,,"New York, NY","New York, NY","St Augustine, FL",6,,0,"$5,500",General,,Refloated
Eastern 2,,Midland Enterprises Inc,Barge,1945,"New Orleans, LA",12/25/1969,1969,12,25,Shark River Inlet,,,Grounded after breaking tow,,US,"Wilmington, DE","Hampton Roads, VA","New York, NY",,,,,Coal,,#247414; Broke in two
Eastern Belle,,Lttlefield & Co,Bark,1853,"Bangor, ME",1/1857,1857,1,,"Long Branch, NJ",,,Stranded,,,"Bangor, ME","Cadiz, Spain","New York, NY",,,,"$58,000",,,
Eastern Star,,,Bark,,,4/1845,1845,4,,,,,Sinking,,,"Newburyport, MA","New York, NY","Newburyport, MA",6,,0,,,,
Eastside,,,Steamship,1882,,6/23/1915,1915,6,23,"Camden, NJ",,,Burned,,,,,,126,,0,,,,#110527
Eastwind,WAG-279,U S Coast Guard,Icebreaker,1944,"San Pedro, CA",1/19/1949,1949,1,19,Cape May,,,"Collision w/ ""Gulfstream""; Fire",Steel,US,"Boston, MA","Boston, MA",Chesapeake Bay,217,,13,,,,WAG-279; Recommissioned 1950
Eben D Jordan #9,,Sandy Hook Pilots,Schooner,1883,"Boston, MA",1892,1892,,,Barnegat,,,"Collision w/ ""Saginaw""",,,,,,,,,,,,#135645; Later refloated
Echo,,,Schooner,,,1/13/1856,1856,1,13,"Long Branch, NJ",,,Grounded,,,"Baltimare, MD","Baltimore, MD","New York, NY",5,,0,,Coal,,Total loss
Eclipse (1869),,,Steamship,1859,,11/27/1869,1869,11,27,"Jersey City, NJ",,,Stranded,,,,,,,,,,,,
Eclipse (1872),,,Schooner,,,2/2/1872,1872,2,2,Townsends Inlet,,,"Collision w/ ""Mary H Stockton""",,,,"New York, NY",Savanah River,,,,,,,Damaged; Partial loss
Ed Bogart,Smokie II,NYC Fire Department,Fire boat,1958,"New Orleans, LA",8/8/2008,2008,8,8,Sea Girt Artificial Reef Reef,40-07-828 N,73-56-376 W,Scuttled,,,NJ AR,SG,124,,,,,,,Sponsor - Trudy Stetter & Friends
Ed Hall,Lollipop,,Tour boat,,,5/4/2005,2005,5,4,Garden State South Artificial Reef,39-33-661 N,74-06-204 W,Scuttled,Steel,US,NJ AR,GSS,82,,,,,,,Sponsor - Beach Haven Marlin & Tuna Club
Eden,,,Schooner,1864,,4/22/1907,1907,4,22,"Billingsport, NJ",,,Foundered,,,"Williamsport, NJ",,,10,,3,,,,#8360
Edenburgh,,,Snow,,,10/18/1755,1755,10,18,"Five Mile Beach, Turtle Gut",,,Grounded,,,,,"Newry, ME",,,,,,,Stripped to hull by crew
Edgar,,,Ship,,,3/24/1846,1846,3,24,Absecon Beach S 2 mi,39-20-00 N,74-28-00 W,Stranded,,,"Brunswick, ME","New Orleans, LA","New York, NY",,,,"$24,000","Cotton, pork & hams",,Refloated
Edgar Baxtor,,,Steamship,1869,,11/7/1924,1924,11,7,"Tremley Point, NJ",,,Burned,,,,,,7,,6,,,,#8523
Edgar M Queeny,OMI Star,Bankers Trust of NY,Tanker,1970,"Sparrows Point, MD",1/31/1975,1975,1,31,"Marcus Hook, PA",,,Collision w/ Corinthos,Steel,US,"New York, NY",,,,,0,,Phenol,,#7022124; Caused the collision
Edith (1870),,,Brig,,,3/27/1870,1870,3,27,Barnegat,,,Damaged in gale,,England,"Pernambuco, Brazil","Pernambuco, Brazil","New York, NY",,,,,,,Lost sails
Edith (1895),,,Schooner,1866,"Columbia, ME",10/31/1895,1895,10,31,Little Beach LSS S 1 mi,,,Grounded,Wood,US,"Boston, MA","Boston, MA","Wilmington, NC",6,,0,"$5,000",Guano,,#8083; Total loss
Edith (1913),,,Motor vessel gas,1899,"Atlantic City, NJ",10/6/1913,1913,10,6,Two Mile Beach SSW 1.25 mi,,,Foundered,,,"Somers Point, NJ","Somers Point, NJ","Holly Beach, NJ",2,,0,"$1,800",Merhandise,"Two Mile Beach, Cold Spring, Holly Beach",#136735
Edith (1948),Olive C Lester,Wyle Lighterage Corp,Lighter,1916,"Freeport, NY",9/17/1948,1948,9,17,Cape May E .5 mi,38-56-31 N,74-50-30 W,Foundered,Wood,,"New York, NY",,Freight service,5,,,,,,#214431; Total Loss
Edith (1959),,Frances M Toretch,Trawler diesel,1930,"Brooklyn, NY",1/19/1959,1959,1,19,Absecon Inlet,,,Stranded,Wood,,"Philadelphia, PA",,Fishing service,,,,,,,#229591; Total loss
Edith and May,,,Schooner,1891,"Millbridge, ME",9/7/1905,1905,9,7,Sea Isle City LSS NE 3.5 mi,,,Grounded,Wood,US,"New London, CT","Fernandina, FL","New York, NY",5,,0,"$4,500",Lumber,"Sea Isle City, Corsons Inlet",#136234; Refloated
Edith B Everman,E B Everman,M Cain et al,Schooner,1869,"Goshen, NJ",5/17/1885,1885,5,17,Little Egg Harbor NNW 12 mi,,,"Collision w/ ""Pottsville""",Wood,US,"Philadelphia, PA","Newport, RI","Philadelphia, PA",6,,0,"$5,000",In ballast,,#8553; Minor damage
Edith E Dennis,,,Schooner,1896,"Greenport, NY",12/18/1901,1901,12,18,Bonds LSS N 1.5 mi,,,Grounded,,,"Greenport, NY","Greenport, NY","Tuckerton, NJ",5,,0,"$5,000",Oysters,,#136546; Refloated
Edith J Peterson,,,Schooner,1903,"Essex, MA",9/16/1903,1903,9,16,Five Fathom Bank,,,Foundered in hurricane,Wood,,"New York, NY","New York, NY",Fishing trip,20,,20,"$12,000",In ballast,,#137068; Total loss
Edith L Allen (1902),,George Thomas,Schooner,1890,"Richmond, ME",2/2/1902,1902,2,2,Brigantine LSS E 3.5 mi,,,Stranded in gale,Wood,,"Philadelphia, PA","St Simons, GA","New York, NY",9,,0,"$25,000",Lumber,Brigantine,#136124; Refloated
Edith L Allen (1906),,George Thomas,Schooner,1890,"Richmond, ME",4/24/1906,1906,4,24,Fenwick Is Light NE 7 mi,,,"Collision w/ ""Norumbega""",Wood,US,"Philadelphia, PA","New York, NY","Baltimore, MD",10,,0,"$10,500",,,#136124; Made way to Capes for repairs
Edmond Driggs #7,,New York Pilots,Schooner,1864,"Brooklyn, NY",12/5/1886,1886,12,5,,,,Damaged in gale,,,"New York, NY",,Pilot service,,,,,,,#7668; Partial damage
Edmund Blunt,,New York Pilots,Pilot schooner,1861,"New York, NY",3/12/1888,1886,3,12,"Horseshoe Cove, Sandy Hook",,,Stranded in blizzard,,,,,Pilot service,,,,,,,Refloated
Edmund Phinney,,Jones Brothers,Bark,1873,"Deering, ME",12/14/1907,1907,12,14,Sandy Hook E 1 mi,,,Stranded in gale,,,"New York, NY","Savannah, GA","Perth Amboy, NJ",10,,0,"$10,000",Yellow pine lumber,Spermaceti Cove Sta,#8937; Total Loss
Edna (1926),,,Steamship,1892,,12/23/1926,1926,12,23,"Trenton, NJ",,,Burned,,,,,,3,,0,,,,#136335
Edna (1927),,,Steamship,1882,,6/12/1927,1927,6,12,"Hackensack, NJ",,,Burned,,,,,,5,,0,,,,#76332
Eduardo,,Compania de Nav. La Flecha,Steamship,1878,"Hull, England",10/10/1885,1885,10,10,Sandy Hook LSS NW 2 mi,,,Stranded,Iron,Spain,"Bilboa, Spain","Havana, Cuba","New York, NY",30,,0,"$250,000",Sugar,,Refloated
